Year,Month,Unique Identifier,Request Number,Summary - EN,Summary - FR,owner_org,Organization Name - EN,Organization Name - FR,Number of Informal Requests
2024,7,3375e00d33ae0a8e6a55fc82c1fa66f8,A-2023-166878,"All records and parts of records in respect of the Canada Revenue Agency’s stance on ‘materials transformed’ & ‘materials consumed’ for Investment Tax Credit in Scientific Research and Experimental Development claims under the Income Tax Act, RSC 1985, c 1 from January 1, 2020 to July 20, 2023.","Tous les dossiers et parties de dossiers en ce qui concerne la position de l’Agence sur les « matériaux transformés » et les « matériaux consommés » pour les demandes au titre de la recherche scientifique et du développement expérimental (RS&DE) en vertu de la Loi de l’impôt sur le revenu (LIR), LRC 1985, ch. 1 à compter du 1er janvier 2020 au 20 juillet 2023.",cra-arc,Canada Revenue Agency,Agence du revenu du Canada,6
2024,7,3649d921da71058496bd25c65c363615,A-2024-00004,BN0018345: Affordability : Deep discounters in US and Europe,BN0018345: Abordabilité : les grands discounters aux États-Unis et en Europe,ic,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",6
2024,7,5dff914deb6e73d37f18f9801a42a1d8,A-2015-01881,"Any reports, emails, paper records, and internal memos mentioning virtual reality training or therapy (for PTSD) from 2 May 2015 to 1 February 2016.","Tous les rapports, courriels, dossiers papier et notes de service internes mentionnant la formation ou la thérapie en réalité virtuelle (pour le trouble de stress post-traumatique) du 2 mai 2015 au 1er février 2016.",dnd-mdn,National Defence,Défense nationale,6
2024,6,c99dae4230e33818ad32a0d12694e16a,ATI2024-034,"“ Requests access to any and all information on the BDC’s internal policies and/or procedures as they pertain to or touch upon the issuance, distribution and/or awarding of grants, loans, and/or other financing, specifically including, but not limited to, those monies ($30M) made available in February 2023 (the “Creative and Cultural Envelope”) to accelerate the growth of Canada’s creative and cultural industries, including broadcasting. 

In addition to the foregoing, we hereby request access to any and all information pertaining to or otherwise identifying those other entities to which the BDC distributed the monies in the Creative and Cultural Envelope. ”","« Demande l'accès à toute information sur les politiques et/ou procédures internes de la BDC en ce qui concerne ou touchent à l'émission, à la distribution et/ou à l'attribution de subventions, de prêts et/ou d'autres financements, y compris spécifiquement, mais sans s'y limiter : ces sommes (30 millions de dollars) mises en place en février 2023 (l’ « Enveloppe créative et culturelle ») pour accélérer la croissance des industries créatives et culturelles du Canada, y compris la radiodiffusion.

En plus de ce qui précède, nous demandons par la présente l'accès à toute information relative ou identifiant autrement les autres entités auxquelles la BDC a distribué les fonds de l'Enveloppe créative et culturelle. »",bdc,Business Development Bank of Canada,Banque de développement du Canada,10
2024,6,7d18d59c97a6c1ecff181535e0af74bc,ZA-2023-09205,"Records from September 1, 2023 to January 26, 2024 regarding all correspondence for requests of legal assistance sent to President Erin O'Gorman from Minh Doan. Including all emails, attachments, including any communications from the office of the President","Dossiers du 1er septembre 2023 au 26 janvier 2024 concernant toute la correspondance pour les demandes d’assistance juridique envoyées au président Erin O’Gorman de Minh Doan. Y compris tous les courriels, pièces jointes, y compris toute communication du bureau du président",cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,6
2024,6,743dbdc72a9046fe4db95acf854e01fb,ZA-2023-10666,"Records from January 1, 22 to June 30, 2023 regarding departmental data and/or reports on the internal use of any and all artificial intelligence and/or machine learning tools. include information about tools that fit this description even if no algorithmic impact assessment was completed by the department.","Dossiers du 1 janvier, du 22 au 30 juin 2023 concernant les données ministérielles et/ou les rapports sur l’utilisation interne de tout outil d’intelligence artificielle et/ou d’apprentissage automatique. inclure des renseignements sur les outils qui correspondent à cette description même si le Ministère n’a pas effectué d’évaluation d’impact algorithmique.",cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,5
2024,6,9c682eea760fb7fe026a937ee3cc2ac9,A-2024-177985,"Requesting a list of all revoked Canadian charities, between 2020-2023. Please include subheads of reasons for revocation (failure to file, audited, voluntary, other). Please provide data in an excel spreadsheet.","Demandez une liste de tous les organismes de bienfaisance canadiens révoqués, entre 2020 et 2023. Veuillez inclure les sous-titres des raisons de la révocation (défaut de produire, vérifié, volontaire, autre). Veuillez fournir des données dans une feuille de calcul Excel.",cra-arc,Canada Revenue Agency,Agence du revenu du Canada,5
2024,6,cbcb7a816c2f6085497e8f0eb4547b0a,ZA-2023-02486,"Requesting all emails sent on November 19, 2019 from Cameron MacDonald to Minh Doan.",Demande de tous les courriels envoyés le 19 novembre 2019 de Cameron MacDonald à Minh Doan.,cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,5
2024,6,051c60d53752a3e3d7adee927df81b59,ATI2025-003,Client File,Dossier Client,bdc,Business Development Bank of Canada,Banque de développement du Canada,4
2024,6,06212d547750edc9648677b998c49228,A-2023-02184,"Requesting all names, contracts, individual task authorizations and summary documents of/about consultants working through GC STRATEGIES INC.January 1, 2023 to the date this request was received (October 20, 2023)","Je cherche tous les noms, contrats, autorisations de tâches individuelles et documents sommaires des consultants ou les concernant, qui ont travaillé par l’entremise de GC STRATEGIES INC. du 1er janvier 2023 jusqu’à la date de réception de cette demande (20 octobre 2023).",esdc-edsc,Employment and Social Development Canada,Emploi et Développement social Canada,4
2024,6,3483d875ed27eedd3df612665b977c15,A-2024-00001,Memorandum for the Attorney General PPSC 2022-0083 entitled: Emergencies Act.,Note d'information à l'intention du procureur général PPSC 2022-0083 intitulée : Loi sur les mesures d'urgence.,ppsc-sppc,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,4
2024,6,3caa3b70adc10be73a3f7e7b4b4c7903,A-2025-001,"All Briefing Documents related to a Ministerial appearance before the Standing Committee on Transport, Infrastructure and Communities on 19 November 2020.","Tous les notes d'information liés à la comparution du ministre devant le Comité permanent des transports, de l’infrastructure et des collectivités le 19 novembre 2020.",cib-bic,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,4
2024,6,3ee7ed6ca191e5d65ffc335db90c8e68,A-2023-01221,"Correspondence between CropLife and/or its representatives on all topics with «Chris Forbes» between February
2023 and October 2023.",Correspondance entre CropLife et/ou ses représentants sur tous les sujets avec « Chris Forbes » entre février 2023 et octobre 2023.,ec,Environment and Climate Change Canada,Environnement et Changement climatique Canada,4
2024,5,16dbde4ba59e9c1d03865e6016854a53,ATI2024-033,"“I would like to have, for all periods available, for loans related to the CDAP program;
1. The number of loan requests received, per month
2. The number of loans accepted, per month
3. The number of loans refused, per month
4. Total capital loaned, per month.”","« J’aimerais avoir, pour toutes les périodes disponibles, pour les prêts en lien avec le programme PCAN;
1. Le nombre de demande de prêts reçues, par mois
2. Le nombre de prêts acceptés, par mois
3. Le nombre de prêts refusés, par mois
4. Le capital total prêté, par mois »
",bdc,Business Development Bank of Canada,Banque de développement du Canada,81
2024,5,293faf968a8826a5785c52416280d79e,A-2023-00042,"I request a list of all privacy breaches reported to the Office of the Privacy Commissioner of Canada by the following federal institutions: CBSA, CRCC, CSE, CSIS, DND, Global Affairs, NSIRA, IRCC, Justice Canada, and the RCMP. ","Demande de la liste de toutes les atteintes à la vie privée qui ont été signalées au Commissariat à la protection de la vie privée du Canada par les institutions fédérales suivantes : ASFC, SCRS, MDN, AMC, OSSNR, IRCC, JUS et la GRC.",opc-cpvp,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,6
2024,5,26ebe5903db1c61c715ce7a25f1e65cc,A-2023-01456,"A list of all consultations, whether by in-person meeting, phone, video meeting or other, that the ESDC has had with third parties in relation to LMIA needs, challenges, feedback, etc. including specific information about those consultations.","Une liste de toutes les consultations, que ce soit dans le cadre de réunions en personne, par téléphone, de vidéoconférences ou autres, qu’EDSC a eues avec des tiers concernant les besoins, les défis, la rétroaction, etc. liés à l’EIMT, y compris des renseignements précis sur ces consultations.",esdc-edsc,Employment and Social Development Canada,Emploi et Développement social Canada,5
2024,5,82eb36c219a5f7eff741f3e2b9ae04d7,A-2019-03552,"Reference: RG25, Volume number: 8548, File number: 12351-C-40, File Part: 2.1, File title: Travel by Canadians to the Soviet Union (individual cases), Date: 1957/10/02-1958/04/10, Item ID number: 1853645 / Reference: RG25, Volume number: 8549, File number: 12351-C-40, File Part: 2.2, File title: Travel by Canadians to the Soviet Union (individual cases), Date: 1958/04/10-1958/07/15, Item ID number: 1853646 / Reference: RG25, Volume number: 8549, File number: 12351-C-40, File Part: 3.1, File title: Travel by Canadians to the Soviet Union (individual cases), Date: 1958/07/16-1958/09/15, Item ID number: 1853646 / Reference: RG25, Volume number: 8549, File number: 12351-C-40, File Part: 3.2, File title: Travel by Canadians to the Soviet Union (individual cases), Date: 1958/09/19-1958/11/28, Item ID number: 1853646 ","Référence : RG25, numéro de volume : 8548, numéro de dossier : 12351-C-40,  partie de dossier : 2.1, titre du dossier : « Travel by Canadians to the Soviet Union (individual cases) », date : 1957/10/02-1958/04/10, numéro d'identification : 1853645 / Référence : RG25, numéro de volume : 8549, numéro de dossier : 12351-C-40, partie de dossier : 2.2, titre du dossier : « Travel by Canadians to the Soviet Union (individual cases) », date : 1958/04/10-1958/07/15, numéro d'identification : 1853646 / Référence : RG25, numéro de volume : 8549, numéro de dossier : 12351-C-40, partie de dossier : 3.1, titre du dossier : « Travel by Canadians to the Soviet Union (individual cases) », date : 1958/07/16-1958/09/15, numéro d'identification : 1853646 / Référence : RG25, numéro de volume : 8549, numéro de dossier : 12351-C-40, partie de dossier : 3.2, titre du dossier : « Travel by Canadians to the Soviet Union (individual cases) », date : 1958/09/19-1958/11/28, numéro d'identification : 1853646 ",lac-bac,Library and Archives Canada,Bibliothèque et Archives Canada,5
2024,5,c4d14c8bd0892392b75cbbad1daa6c89,A-2019-09149,"Most recent versions of materials part of the Tactical Use of the Internet course. If the course name has been changed or the course has otherwise been replaced, the most recent versions of materials for the course that replaced it.","Versions les plus récentes du cours Utilisation tactique d’Internet. Si le nom du cours a été changé ou que le cours a été remplacé, les versions les plus récentes des documents du cours qui l’ont remplacé.",rcmp-grc,Royal Canadian Mounted Police,Gendarmerie royale du Canada,5
2024,5,1444614987ac282f7694aa72fc881760,A-2022-00102,"All written records of communication between Canada Post and TD Bank and their employees regarding the Canada Post MyMoney Loan program, between September 29, 2022 and December 6, 2022.","Tous les documents portant sur les communications entre Postes Canada et la Banque TD et leurs employés au sujet du programme de prêts MonArgent, datant de la période du 29 septembre 2022 au 6 décembre 2022.",cpc-scp,Canada Post,Postes Canada,4
2024,5,242f78043044cb4ee36309b1f14d0fba,A-2023-10057,"The after-action (""lessons learned"") report on the response to the 2022 ""Freedom Convoy"" including the results and analysis of the survey of force members who took part in the response - Project Natterjack. Headquarters 2023-06-01 To 2023-09-05","Le rapport après-action (« leçons apprises ») sur la réponse au « Convoi de la liberté » de 2022, y compris les résultats et l’analyse de l’enquête des membres de la Gendarmerie qui ont pris part à la réponse – Projet Natterjack. Quartier général de région 2023-06-01 au 2023-09-05",rcmp-grc,Royal Canadian Mounted Police,Gendarmerie royale du Canada,4
2024,5,3be5da31c647bd3618425277ffe14f63,A-2022-00412,Risk analysis report relating to the risk of forced labour and human trafficking in federal procurement supply chains.,Rapport d’analyse portant sur le risque de travail forcé et de traite de personnes dans les chaînes d’approvisionnement fédérales.,pwgsc-tpsgc,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,4
2024,5,46d8313cf76221892c2dd56323349458,AF-2023-00084,"This is a request under this jurisdiction’s freedom of information legislation for records held by the Canadian Housing and Mortgage Corporation. I am requesting: All projects approved under the Rental Construction Financing Initiative between July 1, 2021 and Dec 31, 2023, including ones that are planned but have not received full funding:
 
- The project's status, program, name, and location, 
- Proponent organization name and type (e.g. non-profit, private developer, etc.), 
- Financial commitment (total, loan, and grant / forgivable loan),
- Number of total units for each project, 
- Number of “affordable” units,
- Number of “accessible” units, 
- Average affordable rent charged by unit size, 
- Average rent for units not designated as affordable.

I would like to receive the information electronically.","Il s’agit d’une demande présentée en vertu de la Loi sur l’accès à l’information de cette administration à l’égard de documents détenus par la Société canadienne d’hypothèques et de logement. Je présente une demande pour tous les ensembles approuvés dans le cadre de l’initiative Financement de la construction de logements locatifs entre le 1er juillet 2021 et le 31 décembre 2023, y compris ceux qui sont prévus, mais qui n’ont pas reçu le financement complet :
 
- l’état d’avancement, le programme, le nom et l’emplacement de l’ensemble; 
- le nom et le type de l’organisation du proposant (p. ex., organisme sans but lucratif, promoteur privé, etc.); 
- Engagement financier (total, prêt et subvention/prêt-subvention);
- le nombre total de logements pour chaque ensemble; 
- le nombre de logements abordables;
- le nombre de logements accessibles; 
- Le loyer moyen est abordable selon la taille du logement; 
- Loyer moyen des logements non désignés comme étant abordables.

J’aimerais recevoir l’information par voie électronique.",cmhc-schl,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,4
2024,5,64362024dc42768ffc04bd172b2444a6,A-2023-176029,CRA-2023-000218: Selection and appointment of members of the independent advisory board on eligibility for journalism tax measures.,CRA­2023­000218 : Sélection et nomination des membres du comité consultatif indépendant sur l'admissibilité aux mesures fiscales relatives au journalisme.,cra-arc,Canada Revenue Agency,Agence du revenu du Canada,4
2024,4,5bfb1289efbc6a208df750ae1e1876ac,1A-2022-24417,Copy of briefing note/memo F-1216137 (ADMISS) (TITLE REDACTED) - CONCERNS REGARDING INADMISSIBLE PERMANENT RESIDENTS. Please exclude cabinet confidences that would require consultation to confirm cabinet confidences.,Copie de la note d'information/de service F-1216137 (Admission) (TITRE CAVIARDÉ) concernant les PRÉOCCUPATIONS RELATIVES AUX RÉSIDENTS PERMANENTS INTERDITS DE TERRITOIRE. Exclure les documents confidentiels du Cabinet qui nécessiteraient une consultation pour être confirmés.,cic,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",6
2024,4,0ff9a5c72efb72bed8af4e6000693275,A-2019-01475,All high-level briefing notes and threat assessments related to these alleged network threat actors: Iran; Hezbollah; transnational organized crime actors; IRGC; Quds Force; Altaf Khanani; Cameron Ortis.,"Toutes les notes d’information de haut niveau et les évaluations de la menace liées à ces auteurs présumés de menace visant le réseau : Iran; Hezbollah; crime organisé transnational, Corps des gardiens de la révolution islamique (CGRI); Brigade al-Qods; Altaf Khanani; Cameron Ortis.",dnd-mdn,National Defence,Défense nationale,5
2024,4,351ccba753248ad25676fdd1ac6d3043,A-2022-34747,"I am requesting all guidelines, correspondence notes, presentations, memoranda, operational manuals, internal policies (including those not published on the IRCC website), reports, and written instructions to visa officers related to processing of open work permits for vulnerable workers (OWP-VW) from 2019 to December 5, 2022.","Je demande toutes les lignes directrices, notes de correspondance, présentations, notes de service, manuels opérationnels, politiques internes (y compris celles qui ne sont pas publiées sur le site Web d’IRCC)., des rapports et des instructions écrites à l’intention des agents des visas concernant le traitement des permis de travail ouverts pour les travailleurs vulnérables de 2019 au 5 décembre 2022.",cic,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",5
2024,4,646b5365d1c59674fc2021ef3df92d6c,"10,555.234",Third Party Consultations TBS,Consultation de tiers SCT,cnsopb,Canada-Nova Scotia Offshore Energy Regulator ,Régie Canada-Nouvelle-Écosse de l’énergie extracôtière ,5
2024,4,8c7184b23bb85419660ce34990173750,1A-2022-32179,"Copy of briefing note/memo F-1186486 (PMO) Memorandum of Understanding; Extension between Immigration, Refugees and Citizenship Canada and the Office of the United Nations High Commissioner for Refugees. Please include those requiring consultation with DOJ & PCO.","Copie de la note d'information/de service F-1186486 (BGP) concernant la prorogation du protocole d'entente entre Immigration, Réfugiés et Citoyenneté Canada et le Haut-Commissariat des Nations Unies pour les réfugiés. Inclure les dossiers nécessitant des consultations avec le BCP et le ministère de la Justice.",cic,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",5
2024,4,36e691555c39d793fc3352016bade9c2,A-2023-00779,"Information pertaining to a meeting between Minister Champagne and foreign grocers, as part of his efforts to court new players to join the Canadian grocery sector","Information concernant une réunion entre le ministre Champagne et des épiciers étrangers, dans le cadre de ses efforts pour attirer de nouveaux joueurs dans le secteur canadien des épiceries",ic,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",4
2024,4,3b52991d1536f2969e21e7c710c149c7,2A-2020-02611,"Requesting all e-mail subject headers of Louis Dumas that is contained in the To or From for the period February 1st, 2020 to April 20, 2020, excluding records requiring consultation with PCO and DOJ. Please include whether or not there is an attachment to an e-mail, and the size of the attachment","Demande de tous les objets de courriels où le nom de Louis Dumas est compris dans les champs « À » et « De » seulement, pour la période du 1er février 2020 au 20 avril 2020, à l’exception des documents pour lesquels il faut consulter le BCP et le ministère de la Justice. Veuillez indiquer si les courriels contiennent ou non des pièces jointes et, le cas échéant, la taille des pièces jointes.",cic,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",4
2024,4,90f65d79131c5f8a7667f2a66aad42e3,A-2023-60,Reports on Chinese foreign interference in Canada since 2015.,Rapports sur l’ingérence chinoise au Canada depuis 2015,csis-scrs,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,4
2024,4,bab85d4028c71104e4b7a552ea25a380,1A-2022-23799,"Requesting 10 emails of Shana-Lise Hutton from file A-2021-38961, that is contained in the To or From for the period August 1, 2021 to January 10, 2022,excluding records requiring consultation with PCO and DOJ","Demande visant à obtenir une dizaine de courriels relevant du dossier A-2021-38961 et dans lesquels le nom de Shana-Lise Hutton figure à la rubrique de l'expéditeur ou du destinataire, pour la période allant du 1er août 2021 au 10 janvier 2022, à l'exclusion des dossiers nécessitant des consultations avec le BCP et le ministère de la Justice.",cic,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",4
2024,4,e33fb8d68aae465da364a9e1fe618912,A-2019-001759,"Since 2003, records related to the regulatory development of e-cigarettes (prior to entering the market) and since 2010, records related to the regulatory development of candy flavoured vaping products (prior to entering the market).","Depuis 2003, les dossiers liés à l’élaboration de la réglementation des cigarettes électroniques (avant l’entrée sur le marché) et depuis 2010, les dossiers liés à l’élaboration de la réglementation des produits de vapotage à saveur de bonbon (avant l’entrée sur le marché).",hc-sc,Health Canada,Santé Canada,4
2024,3,a39e05ecd8d75fc642217261e01b2ed3,A-2023-031,"Hello, I would like to obtain all reports, briefing notes, presentations and administrative directives concerning the use of official languages in the Parliament of Canada, including the House of Commons and the Senate over the past 5 years (2019 to 2023). The use of official languages touches on the following subjects: the experiences/stories of employees (political and non-political) and parliamentarians (MPs and Senators); the staffing of bilingual and non-bilingual positions, the right to work in the official language of one's choice, the right to an offer of services in both official languages, interpretation in parliamentary proceedings, translation of parliamentary documents and the formulation of bills in both official languages. Thank you in advance for your consideration of my request.","Bonjour, J'aimerais obtenir tous les rapports, notes d'information, présentations et directives administratives au sujet de l'emploi des langues officielles au Parlement du Canada, incluant la Chambre des communes et le Sénat au cours des 5 dernières années (2019 à 2023). L'emploi des languages officielles touche les sujets suivants: les expériences/récits des employés (politiques et non-politiques) et parlementaires (députés et sénateurs); la dotation de postes bilingues et non-bilingues, le droit de travailler dans la langue officielle de son choix, le droit à une offre de services dans les deux langues officielles, l'interprétation dans le cadre des travaux parlementaires, la traduction de documents parlementaires, la formulation des projets de lois dans les deux langues officielles. Je vous remercie à l'avance de l'attention que vous porterez à ma requête.",ocol-clo,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,7
2024,3,2360281fe3d374a946b844ded7c64a6c,A-2022-15630,"Assessments from March 1, 2020 to July 31, 2022, of privacy, cybersecurity, and data breach risks of the ArriveCAN app, including but not limited to studies, reviews, explanations, audits, manuals, bug reports, and validation studies concerning the security of the ArriveCAN app that were conducted by the Canada Border Services Agency (CBSA) or sent to the CBSA from Binder Dijker Otte (BDO) Canada, TEKSystems, Coradix Technology Consulting, Dalian Enterprises, GCStrategies, or any other party.","Évaluations, entre le 1er mars 2020 et le 31 juillet 2022, des risques liés à la protection de la vie privée, à la cybersécurité et à l’atteinte à la protection des données de l’application ArriveCAN, y compris, mais sans s’y limiter, les études, examens, explications, vérifications, manuels, rapports de bogue et études de validation concernant la sécurité de l’application ArriveCAN qui ont été réalisés par l’Agence des services frontaliers du Canada (ASFC) ou envoyés à l’ASFC de la part de Binder Dijker Otte (BDO) Canada, TEKSystems, Coradix Technology Consulting, Dalian Enterprises, GCStrategies ou toute autre partie.",cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,5
2024,3,1be4597c65f6e5745eac8a9ba4c58eff,A-2022-00014,Documents relating to contracts with Palantir Technologies. ,Documents relatifs aux contrats attribués à Palantir Technologies. ,pwgsc-tpsgc,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,4
2024,3,4bccc27061852e0085e8b6842fe89473,A-2022-00744,"Correspondence Between Fisheries and Oceans Canada and Deep Water Recovery Ltd. and/or Union Bay Industries Ltd. for the Period January 1, 2021 to October 25, 2022",Documents de la correspondance entre Pêches et Océans Canada et Deep Water Recovery Ltd. ou Union Bay Industries Ltd. pendant la période du 1er janvier 2021 au 25 octobre 2022,dfo-mpo,Fisheries and Oceans Canada,Pêches et Océans Canada,4
2024,3,60b007d3c09ba3587e40d7e1b680c6d2,A-2023-212,"ITAC threat assessment reports from March 1, 2023 to date",Rapports d’évaluation de la menace du CIET pour la période du 1er mars 2023 à aujourd’hui.,csis-scrs,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,4
2024,3,6abd93abd3fa9a0310dca101c1e6cf6f,A-2023-00143,Documents relating to the procurement process for the Administrative Services Only contract for the Public Service Health Care Plan awarded to Canada Life Assurance Company.,Documents relatifs au processus d’approvisionnement pour le contrat de services administratifs uniquement pour le Régime de soins de santé de la fonction publique attribué à la Compagnie d’Assurance du Canada sur la Vie.,pwgsc-tpsgc,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,4
2024,3,76b18b27aeff2073090763a89ac82560,A-2023-49369,"Records from October 4, 2023 to present, regarding all emails from the President's office, and Executive Vice President's office that include ""Ritika Dutt,"" ""Botler,"" ""Amir Morv,"" and / or ""Firth"". ","Documents du 4 octobre 2023 à aujourd’hui, concernant tous les courriels du bureau du président et du bureau du vice-président exécutif qui incluent « Ritika Dutt », « Botler », « Amir Morv » et/ou « Firth ».",cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,4
2024,3,7b68f78a0ba918b27b9b820f8352b07b,A-2021-611,"All information in possession of CSIS and RCMP related to “the Mitrokhin Archives”, including briefings to other government departments, federal Cabinet and the Privy Council Office.","Toutes les informations dont disposent le SCRS et la GRC en lien avec les archives Mitrokhine, y compris les documents d’information destinés à d’autres ministères et organismes fédéraux, au Cabinet fédéral et au Bureau du Conseil privé.",csis-scrs,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,4
2024,3,c25e3f04ad641529889a927fc86d75a2,A-2023-00628,"Briefing Note 2023FIN020542 - Response to House Committee Request for GCstrategies, Dalian, and Coradix  Contracts","Note d’information 2023FIN020542 - Réponse à la demande d’information du Comité de la Chambre concernant les contrats de GCstrategies, Dalian et Coradix",fin,Department of Finance Canada,Ministère des Finances Canada,4
2024,3,0216c80b0b9e252fa7bf4f06b3d12833,A-2023-00345,"Records pertaining to the follolwing publications: ""Law of Armed Conflict at the Operational and Tactical Levels"", ""Use of Force for CF Operations"", and ""Collection of Documents on the Law of Armed Conflict""","Documents relatifs aux publications suivantes : ""Droit des conflits armés aux niveaux opérationnel et tactique"", ""Recours à la force pour les opérations des FC"" et ""Recueil de documents sur le droit des conflits armés""",dnd-mdn,National Defence,Défense nationale,3
2024,2,55444925b21549204cf987cc3cb67a76,A-2023-00020,"All records generated since October 7, 2023, referencing the conflict in Israel/Gaza",Tous les documents créés depuis le 7 octobre 2023 concernant le conflit entre Israël et Gaza.,psc-cfp,Public Service Commission of Canada,Commission de la fonction publique du Canada,11
2024,2,d0de3a2851e23d9300497c9f1fa5df43,A-2022-1041,"All documents regarding foreign interference, economic espionage, pirating activities, surveillance and/or intimidation of diasporas from China, Russia, Israel and Iran from 2022-07-01 and 2023-01-13.","Tous les documents qui portent sur l’ingérence, l’espionnage économique, les activités de piratage, surveillance et/ou intimidation de diasporas de la Chine, Russie, Israël et Iran entre 2022-07-01 et 2023-01-13.",csis-scrs,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,9
2024,2,67d92b17a31ad71c562dbc71cbee3b16,A-2021-577,"Reports, briefing notes, emails and other documents that discuss the extent of foreign interference in the 2021 federal election","Rapports, notes d’information, courriels et autres documents abordant l’ampleur de l’ingérence étrangère dans l’élection fédérale de 2021.",csis-scrs,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,7
2024,2,76b18b27aeff2073090763a89ac82560,A-2023-49369,"Records from October 4, 2023 to present, regarding all emails from the President's office, and Executive Vice President's office that include ""Ritika Dutt,"" ""Botler,"" ""Amir Morv,"" and / or ""Firth"". ","Documents du 4 octobre 2023 à aujourd’hui, concernant tous les courriels du bureau du président et du bureau du vice-président exécutif qui incluent « Ritika Dutt », « Botler », « Amir Morv » et/ou « Firth ».",cbsa-asfc,Canada Border Services Agency,Agence des services frontaliers du Canada,6
2024,2,f3cb984df5d882c4e7c9e53aceb5a482,A-2020-01496,"All records related to the Israel Defense Forces activities/presence in Canada, including any information related to recruiting and inducing recruiting. This would include any records with the Israel embassy in Canada and the Israel consulates","Tous les dossiers liés aux activités et à la présence des Forces de défense d’Israël au Canada, y compris toute information relative au recrutement et à l’incitation au recrutement. Cela comprend tous les dossiers de l’ambassade d’Israël au Canada et des consulats d’Israël.",dnd-mdn,National Defence,Défense nationale,6
